,experiment,cloud,env,env_type,nodes,application,problem_size,metric,value,gpu_count
55,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,duration,120.93159031867981,0
56,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,fom_overall,150533300.0,0
57,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,duration,120.01596999168396,0
58,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,fom_overall,150666800.0,0
59,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,duration,119.97674822807312,0
60,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,fom_overall,150211100.0,0
61,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,duration,120.16240978240967,0
62,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,fom_overall,149685600.0,0
63,google/gke/cpu,google,gke,cpu,4,amg2023,openmpi,duration,120.9310314655304,0
64,google/gke/cpu,google,gke,cpu,8,amg2023,intel,fom_overall,255527000.0,0
65,google/gke/cpu,google,gke,cpu,8,amg2023,intel,duration,140.18634748458862,0
66,google/gke/cpu,google,gke,cpu,8,amg2023,intel,fom_overall,256846400.0,0
67,google/gke/cpu,google,gke,cpu,8,amg2023,intel,duration,138.2529284954071,0
68,google/gke/cpu,google,gke,cpu,8,amg2023,intel,fom_overall,256867400.0,0
69,google/gke/cpu,google,gke,cpu,8,amg2023,intel,duration,137.77160787582397,0
70,google/gke/cpu,google,gke,cpu,8,amg2023,intel,fom_overall,255484500.0,0
71,google/gke/cpu,google,gke,cpu,8,amg2023,intel,duration,138.67487406730652,0
72,google/gke/cpu,google,gke,cpu,8,amg2023,intel,fom_overall,256334100.0,0
73,google/gke/cpu,google,gke,cpu,8,amg2023,intel,duration,138.12138152122498,0
74,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,fom_overall,257540200.0,0
75,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,duration,138.88910913467407,0
76,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,fom_overall,256498200.0,0
77,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,duration,139.47089266777039,0
78,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,fom_overall,258269200.0,0
79,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,duration,138.14567017555237,0
80,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,fom_overall,258603700.0,0
81,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,duration,138.3945276737213,0
82,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,fom_overall,258313400.0,0
83,google/gke/cpu,google,gke,cpu,8,amg2023,openmpi,duration,138.5294554233551,0
